Date,CPU Utilization,CPU Power
2024-11-26 05:23:28,0.24874,2.76739
2024-11-26 05:23:29,0.25313,3.13925
2024-11-26 05:23:30,0.25063,2.68968
2024-11-26 05:23:31,0.24938,3.08297
2024-11-26 05:23:32,0.25000,2.93176
2024-11-26 05:23:33,0.24812,3.18990
2024-11-26 05:23:34,0.25000,3.12795
2024-11-26 05:23:35,0.24938,3.14833
2024-11-26 05:23:36,0.25187,3.17981
2024-11-26 05:23:37,0.25000,3.19638
2024-11-26 05:23:38,0.24812,3.01553
2024-11-26 05:23:39,0.25063,3.19824
2024-11-26 05:23:40,0.25000,3.17303
2024-11-26 05:23:41,0.25000,3.17303
2024-11-26 05:23:42,0.24814,2.38457
2024-11-26 05:23:43,0.24938,2.76004
2024-11-26 05:23:44,0.25189,3.20200
2024-11-26 05:23:45,0.25000,3.12795
2024-11-26 05:23:46,0.25000,3.06420
2024-11-26 05:23:47,0.24938,3.14833
2024-11-26 05:23:48,0.25000,3.15022
2024-11-26 05:23:49,0.25126,3.22397
2024-11-26 05:23:50,0.24938,3.17116
2024-11-26 05:23:51,0.25063,3.19824
2024-11-26 05:23:52,0.25189,3.15601
