Date,CPU Utilization,CPU Power
2024-10-24 15:20:12,0.24750,2.91989
2024-10-24 15:20:13,0.25000,3.12795
2024-10-24 15:20:14,0.25000,3.00478
2024-10-24 15:20:15,0.25000,3.06420
2024-10-24 15:20:16,0.25000,3.10620
2024-10-24 15:20:17,0.25253,3.13582
2024-10-24 15:20:18,0.25000,3.10620
2024-10-24 15:20:19,0.25000,3.04393
2024-10-24 15:20:20,0.25000,2.98588
2024-10-24 15:20:21,0.25000,3.08495
2024-10-24 15:20:22,0.25000,3.08495
2024-10-24 15:20:23,0.25250,3.13726
2024-10-24 15:20:24,0.25000,3.10620
2024-10-24 15:20:25,0.25000,3.08495
2024-10-24 15:20:26,0.25000,2.98588
2024-10-24 15:20:27,0.25000,3.10620
2024-10-24 15:20:28,0.25000,3.06420
2024-10-24 15:20:29,0.24752,3.07713
2024-10-24 15:20:30,0.25253,3.13582
2024-10-24 15:20:31,0.25250,3.13726
2024-10-24 15:20:32,0.25000,3.10620
2024-10-24 15:20:33,0.25000,3.08495
2024-10-24 15:20:34,0.25000,2.98588
