Date,CPU Utilization,CPU Power
2024-10-24 14:43:46,0.25000,3.08495
2024-10-24 14:43:47,0.25000,3.08495
2024-10-24 14:43:48,0.25000,3.08495
2024-10-24 14:43:49,0.25000,3.08304
2024-10-24 14:43:50,0.25000,3.12795
2024-10-24 14:43:51,0.25000,3.08495
2024-10-24 14:43:52,0.25000,3.12795
2024-10-24 14:43:53,0.25000,3.06420
2024-10-24 14:43:54,0.25000,3.15022
2024-10-24 14:43:55,0.25510,3.10147
2024-10-24 14:43:56,0.25000,3.00478
2024-10-24 14:43:57,0.25250,3.11580
2024-10-24 14:43:58,0.24750,3.09667
2024-10-24 14:43:59,0.25505,3.14533
2024-10-24 14:44:00,0.25000,3.00478
2024-10-24 14:44:01,0.25000,3.10620
2024-10-24 14:44:02,0.25000,3.08495
2024-10-24 14:44:03,0.25253,3.11419
2024-10-24 14:44:04,0.25000,3.08495
2024-10-24 14:44:05,0.25000,3.08495
2024-10-24 14:44:06,0.25000,3.10620
2024-10-24 14:44:07,0.25000,3.06420
2024-10-24 14:44:08,0.25253,3.13582
2024-10-24 14:44:09,0.25000,3.08495
2024-10-24 14:44:10,0.25000,3.10620
2024-10-24 14:44:11,0.25253,3.11419
2024-10-24 14:44:12,0.25000,3.08495
2024-10-24 14:44:13,0.25000,3.08495
2024-10-24 14:44:14,0.25253,3.11419
2024-10-24 14:44:15,0.25000,3.08495
