Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:22:38,0.29293,3.43170,3.43170,0.00000
2024-10-24 15:22:39,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:22:40,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:41,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:42,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:22:43,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:44,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:45,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:22:46,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:47,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:22:48,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:22:49,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:50,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:51,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:22:52,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:22:53,0.27020,3.35533,3.35533,0.00000
2024-10-24 15:22:54,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:22:55,0.29750,3.44829,3.44829,0.00000
2024-10-24 15:22:56,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:22:57,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:22:58,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:22:59,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:23:00,0.27000,3.35469,3.35469,0.00000
