Date,CPU Utilization,CPU Power
2024-10-24 13:15:55,0.25000,2.89453
2024-10-24 13:15:56,0.25000,3.10620
2024-10-24 13:15:57,0.25000,3.06420
2024-10-24 13:15:58,0.25250,3.11580
2024-10-24 13:15:59,0.25000,3.06213
2024-10-24 13:16:00,0.24752,2.99649
2024-10-24 13:16:01,0.25253,3.03260
2024-10-24 13:16:02,0.25000,3.06420
2024-10-24 13:16:03,0.25000,3.08495
2024-10-24 13:16:04,0.25000,3.02413
2024-10-24 13:16:05,0.25000,3.12795
2024-10-24 13:16:06,0.25253,3.11419
2024-10-24 13:16:07,0.24752,3.05626
2024-10-24 13:16:08,0.25000,3.06420
2024-10-24 13:16:09,0.25000,3.10620
2024-10-24 13:16:10,0.25250,3.07437
2024-10-24 13:16:11,0.24750,3.07514
2024-10-24 13:16:12,0.25250,3.13726
2024-10-24 13:16:13,0.25000,3.06420
2024-10-24 13:16:14,0.25000,3.02176
2024-10-24 13:16:15,0.25000,3.10620
2024-10-24 13:16:16,0.25250,2.92670
2024-10-24 13:16:17,0.25000,2.86522
2024-10-24 13:16:18,0.25000,3.02413
2024-10-24 13:16:19,0.25000,2.81921
2024-10-24 13:16:20,0.25505,3.10315
2024-10-24 13:16:21,0.24750,2.97473
