Date,CPU Utilization,CPU Power
2024-10-24 15:28:33,0.25,2.89772
2024-10-24 15:28:34,0.25,3.04393
2024-10-24 15:28:35,0.25,3.04393
2024-10-24 15:28:36,0.2475,3.0541
2024-10-24 15:28:37,0.25,3.00478
2024-10-24 15:28:38,0.25253,2.94086
2024-10-24 15:28:39,0.25,3.1062
2024-10-24 15:28:40,0.25,3.1062
2024-10-24 15:28:41,0.25253,3.13582
2024-10-24 15:28:42,0.24752,3.07713
2024-10-24 15:28:43,0.25,3.0642
2024-10-24 15:28:44,0.25,3.1062
2024-10-24 15:28:45,0.25,3.08495
2024-10-24 15:28:46,0.25253,3.11419
2024-10-24 15:28:47,0.25,3.08495
2024-10-24 15:28:48,0.25,2.88128
