Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 14:00:38,0.29750,3.44829,3.44829,0.00000
2024-10-24 14:00:39,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:40,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:00:41,0.27020,3.35533,3.35533,0.00000
2024-10-24 14:00:42,0.27228,3.36189,3.36189,0.00000
2024-10-24 14:00:43,0.27273,3.36332,3.36332,0.00000
2024-10-24 14:00:44,0.27750,3.37876,3.37876,0.00000
2024-10-24 14:00:45,0.28030,3.38803,3.38803,0.00000
2024-10-24 14:00:46,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:00:47,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:48,0.27750,3.37876,3.37876,0.00000
2024-10-24 14:00:49,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:00:50,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:00:51,0.27525,3.37143,3.37143,0.00000
2024-10-24 14:00:52,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:00:53,0.27228,3.36189,3.36189,0.00000
2024-10-24 14:00:54,0.27525,3.37143,3.37143,0.00000
2024-10-24 14:00:55,0.27228,3.36189,3.36189,0.00000
2024-10-24 14:00:56,0.27020,3.35533,3.35533,0.00000
2024-10-24 14:00:57,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:58,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:00:59,0.27750,3.37876,3.37876,0.00000
2024-10-24 14:01:00,0.33586,3.60426,3.60426,0.00000
2024-10-24 14:01:01,0.28000,3.38702,3.38702,0.00000
2024-10-24 14:01:02,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:01:03,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:01:04,0.29750,3.44829,3.44829,0.00000
2024-10-24 14:01:05,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:01:06,0.27020,3.35533,3.35533,0.00000
2024-10-24 14:01:07,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:01:08,0.28000,3.38702,3.38702,0.00000
2024-10-24 14:01:09,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:01:10,0.29545,3.44081,3.44081,0.00000
2024-10-24 14:01:11,0.28788,3.41385,3.41385,0.00000
2024-10-24 14:01:12,0.27750,3.37876,3.37876,0.00000
2024-10-24 14:01:13,0.27228,3.36189,3.36189,0.00000
2024-10-24 14:01:14,0.27273,3.36332,3.36332,0.00000
2024-10-24 14:01:15,0.26750,3.34691,3.34691,0.00000
2024-10-24 14:01:16,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:01:17,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:01:18,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:01:19,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:01:20,0.31566,3.51837,3.51837,0.00000
2024-10-24 14:01:21,0.30000,3.45754,3.45754,0.00000
2024-10-24 14:01:22,0.28000,3.38702,3.38702,0.00000
2024-10-24 14:01:23,0.30500,3.47642,3.47642,0.00000
2024-10-24 14:01:24,0.31000,3.49582,3.49582,0.00000
2024-10-24 14:01:25,0.30808,3.48831,3.48831,0.00000
2024-10-24 14:01:26,0.28827,3.41520,3.41520,0.00000
2024-10-24 14:01:27,0.28250,3.39540,3.39540,0.00000
