Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 14:00:13,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:14,0.29000,3.42129,3.42129,0.00000
2024-10-24 14:00:15,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:00:16,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:00:17,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:18,0.27020,3.35533,3.35533,0.00000
2024-10-24 14:00:19,0.29040,3.42271,3.42271,0.00000
2024-10-24 14:00:20,0.27228,3.36189,3.36189,0.00000
2024-10-24 14:00:21,0.27273,3.36332,3.36332,0.00000
2024-10-24 14:00:22,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:23,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:24,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:00:25,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:00:26,0.27273,3.36332,3.36332,0.00000
2024-10-24 14:00:27,0.27228,3.36189,3.36189,0.00000
2024-10-24 14:00:28,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:00:29,0.33081,3.58201,3.58201,0.00000
2024-10-24 14:00:30,0.29000,3.42129,3.42129,0.00000
2024-10-24 14:00:31,0.30303,3.46892,3.46892,0.00000
