Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-11-26 17:09:04,0.26382,3.33565,3.33565,0.00000
2024-11-26 17:09:05,0.26000,3.32424,3.32424,0.00000
2024-11-26 17:09:06,0.26866,3.35050,3.35050,0.00000
2024-11-26 17:09:07,0.26382,3.33565,3.33565,0.00000
2024-11-26 17:09:08,0.26500,3.33924,3.33924,0.00000
2024-11-26 17:09:09,0.26250,3.33168,3.33168,0.00000
2024-11-26 17:09:10,0.26866,3.35050,3.35050,0.00000
2024-11-26 17:09:11,0.29000,3.42129,3.42129,0.00000
2024-11-26 17:09:12,0.26500,3.33924,3.33924,0.00000
