cpu_usage,memory_usage
100.0,0.7
100.0,1.5
100.0,2.3
100.0,3.1
100.0,3.9
100.0,4.7
99.8,5.5
100.0,6.4
99.7,7.3
99.8,8.2
99.9,9.1
99.8,10.0
99.9,10.9
99.9,11.8
99.8,12.7
99.9,13.7
99.9,14.6
99.9,15.2
100.0,15.3
99.9,10.7
100.0,1.4
