Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-11-26 19:14:02,0.26238,3.33131,3.33131,0.00000
2024-11-26 19:14:03,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:14:04,0.26904,3.35168,3.35168,0.00000
2024-11-26 19:14:05,0.26633,3.34331,3.34331,0.00000
2024-11-26 19:14:06,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:14:07,0.26750,3.34691,3.34691,0.00000
2024-11-26 19:14:08,0.25750,3.31691,3.31691,0.00000
2024-11-26 19:14:09,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:14:10,0.26750,3.34691,3.34691,0.00000
2024-11-26 19:14:11,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:14:12,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:14:13,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:14:14,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:14:15,0.25750,3.31691,3.31691,0.00000
2024-11-26 19:14:16,0.26250,3.33168,3.33168,0.00000
