cpu_usage,memory_usage
100.0,0.8
100.0,1.6
100.0,2.4
100.0,3.2
100.0,4.0
100.0,4.8
100.0,5.6
100.0,6.6
100.0,7.5
100.0,8.5
100.0,9.4
99.9,10.3
99.9,11.3
99.9,12.2
100.0,13.1
100.0,14.1
100.0,15.0
100.0,15.3
100.0,15.3
99.9,15.4
100.0,15.6
100.0,15.7
100.0,15.8
99.9,15.9
100.0,16.0
100.0,16.2
99.9,16.3
100.0,16.4
99.9,16.5
99.9,16.7
99.9,16.7
99.9,17.0
99.9,17.1
99.9,17.3
100.0,17.5
100.0,17.5
100.0,17.8
99.9,18.1
100.0,18.1
100.0,18.2
99.9,18.5
100.0,18.8
99.9,18.9
99.9,18.9
99.9,19.2
99.9,19.5
100.0,19.8
99.9,19.8
99.9,19.8
99.9,20.0
99.9,20.2
100.0,20.2
100.0,20.2
100.0,19.0
100.0,19.0
100.0,19.0
99.9,14.5
100.0,7.3
