cpu_usage,memory_usage
99.0,0.8
100.0,1.6
100.0,2.5
99.7,3.3
99.8,4.2
99.8,5.0
99.8,5.9
100.0,6.9
99.7,7.9
99.9,8.8
99.9,9.8
99.8,10.8
99.8,11.8
99.9,12.7
99.9,13.7
99.8,14.7
99.8,15.3
99.8,15.3
99.8,9.3
