timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-23T15:28:48,new_runner_experiment,0799becd-8bc0-4875-935b-8b8c44c3c10b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0031137379992287606,8.603434474371669e-09,2.763056646545935e-06,42.5,0.0,2.860118865966797,3.097745910862513e-08,0,1.1702509988087417e-09,3.214771010743387e-08,Netherlands,NLD,,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A72,,,,,7.626983642578125,machine,N,1.0
