Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 14:07:16,0.29500,3.43916,3.43916,0.00000
2024-10-24 14:07:17,0.26750,3.34691,3.34691,0.00000
2024-10-24 14:07:18,0.26750,3.34691,3.34691,0.00000
2024-10-24 14:07:19,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:07:20,0.27525,3.37143,3.37143,0.00000
2024-10-24 14:07:21,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:07:22,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:07:23,0.26750,3.34691,3.34691,0.00000
2024-10-24 14:07:24,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:07:25,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:07:26,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:07:27,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:07:28,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:07:29,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:07:30,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:07:31,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:07:32,0.31000,3.49582,3.49582,0.00000
2024-10-24 14:07:33,0.32828,3.57108,3.57108,0.00000
2024-10-24 14:07:34,0.28750,3.41253,3.41253,0.00000
2024-10-24 14:07:35,0.31186,3.50314,3.50314,0.00000
