Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:59:54,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:59:55,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:59:56,0.28500,3.40391,3.40391,0.00000
2024-10-24 15:59:57,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:59:58,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:59:59,0.27500,3.37062,3.37062,0.00000
2024-10-24 16:00:00,0.29000,3.42129,3.42129,0.00000
2024-10-24 16:00:01,0.27000,3.35469,3.35469,0.00000
2024-10-24 16:00:02,0.27000,3.35469,3.35469,0.00000
2024-10-24 16:00:03,0.27273,3.36332,3.36332,0.00000
2024-10-24 16:00:04,0.29040,3.42271,3.42271,0.00000
2024-10-24 16:00:05,0.27228,3.36189,3.36189,0.00000
2024-10-24 16:00:06,0.27500,3.37062,3.37062,0.00000
2024-10-24 16:00:07,0.28030,3.38803,3.38803,0.00000
2024-10-24 16:00:08,0.27750,3.37876,3.37876,0.00000
2024-10-24 16:00:09,0.27250,3.36260,3.36260,0.00000
2024-10-24 16:00:10,0.27250,3.36260,3.36260,0.00000
2024-10-24 16:00:11,0.27250,3.36260,3.36260,0.00000
2024-10-24 16:00:12,0.27000,3.35469,3.35469,0.00000
2024-10-24 16:00:13,0.27750,3.37876,3.37876,0.00000
2024-10-24 16:00:14,0.27750,3.37876,3.37876,0.00000
2024-10-24 16:00:15,0.27000,3.35469,3.35469,0.00000
2024-10-24 16:00:16,0.27000,3.35469,3.35469,0.00000
2024-10-24 16:00:17,0.27250,3.36260,3.36260,0.00000
2024-10-24 16:00:18,0.27000,3.35469,3.35469,0.00000
2024-10-24 16:00:19,0.28750,3.41253,3.41253,0.00000
2024-10-24 16:00:20,0.27525,3.37143,3.37143,0.00000
2024-10-24 16:00:21,0.26980,3.35407,3.35407,0.00000
2024-10-24 16:00:22,0.27273,3.36332,3.36332,0.00000
