Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:30:42,0.29250,3.43016,3.43016,0.00000
2024-10-24 15:30:43,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:30:44,0.28283,3.39651,3.39651,0.00000
2024-10-24 15:30:45,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:30:46,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:30:47,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:30:48,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:30:49,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:30:50,0.28250,3.39540,3.39540,0.00000
2024-10-24 15:30:51,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:30:52,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:30:53,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:30:54,0.27228,3.36189,3.36189,0.00000
2024-10-24 15:30:55,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:30:56,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:30:57,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:30:58,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:30:59,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:31:00,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:31:01,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:31:02,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:31:03,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:31:04,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:31:05,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:31:06,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:31:07,0.27000,3.35469,3.35469,0.00000
