Date,CPU Utilization,CPU Power
2024-11-26 06:24:56,0.25000,3.19638
2024-11-26 06:24:57,0.25313,3.25435
2024-11-26 06:24:58,0.25189,3.15601
2024-11-26 06:24:59,0.24750,3.14130
2024-11-26 06:25:00,0.25063,3.17491
2024-11-26 06:25:01,0.24938,3.14833
2024-11-26 06:25:02,0.24874,3.03759
2024-11-26 06:25:03,0.25250,3.20476
2024-11-26 06:25:04,0.25000,3.12795
2024-11-26 06:25:05,0.25189,3.25024
2024-11-26 06:25:06,0.25000,3.08495
2024-11-26 06:25:07,0.24750,3.11872
2024-11-26 06:25:08,0.25000,3.17303
2024-11-26 06:25:09,0.25000,3.08495
2024-11-26 06:25:10,0.25063,3.19824
2024-11-26 06:25:11,0.25063,3.19824
2024-11-26 06:25:12,0.24938,3.12603
2024-11-26 06:25:13,0.25000,3.12795
2024-11-26 06:25:14,0.25063,3.19824
2024-11-26 06:25:15,0.25063,3.06623
2024-11-26 06:25:16,0.25000,3.12795
2024-11-26 06:25:17,0.25189,3.01120
