Date,CPU Utilization,CPU Power
2024-10-24 14:16:24,0.25,3.08495
2024-10-24 14:16:25,0.25,3.12795
2024-10-24 14:16:26,0.25,3.08304
2024-10-24 14:16:27,0.25253,3.11419
2024-10-24 14:16:28,0.2525,3.1158
2024-10-24 14:16:29,0.25,3.1062
2024-10-24 14:16:30,0.25,3.08495
2024-10-24 14:16:31,0.25,3.1062
2024-10-24 14:16:32,0.25,3.12795
2024-10-24 14:16:33,0.2475,3.09667
2024-10-24 14:16:34,0.25,3.08495
2024-10-24 14:16:35,0.25,3.12795
2024-10-24 14:16:36,0.2525,3.1158
2024-10-24 14:16:37,0.25,3.0642
2024-10-24 14:16:38,0.25,3.12795
2024-10-24 14:16:39,0.25,3.08495
2024-10-24 14:16:40,0.25,3.12795
2024-10-24 14:16:41,0.25253,3.13582
2024-10-24 14:16:42,0.25253,3.13582
2024-10-24 14:16:43,0.25,3.1062
2024-10-24 14:16:44,0.25,3.08495
2024-10-24 14:16:45,0.25,3.08495
2024-10-24 14:16:46,0.25,3.1062
2024-10-24 14:16:47,0.25,3.1062
2024-10-24 14:16:48,0.25,3.1062
