timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-23T15:27:44,new_runner_experiment,303335d3-5c5a-4da0-bb01-fc3830876b55,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.002813832994434051,7.672153350642293e-09,2.7265844724325584e-06,42.5,0.0,2.860118865966797,2.7672139508973088e-08,0,9.957329030195473e-10,2.8667872411992635e-08,Netherlands,NLD,,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A72,,,,,7.626983642578125,machine,N,1.0
