Date,CPU Utilization,CPU Power
2024-10-24 14:46:35,0.25,2.94938
2024-10-24 14:46:36,0.25253,3.09306
2024-10-24 14:46:37,0.25253,3.01338
2024-10-24 14:46:38,0.2525,3.15923
2024-10-24 14:46:39,0.25,3.1062
2024-10-24 14:46:40,0.25,2.98325
2024-10-24 14:46:42,0.25253,3.09306
2024-10-24 14:46:43,0.25,3.08495
2024-10-24 14:46:44,0.25,3.06213
2024-10-24 14:46:45,0.25,3.1062
2024-10-24 14:46:46,0.2525,3.1158
2024-10-24 14:46:47,0.25,3.00478
2024-10-24 14:46:48,0.2475,3.0541
2024-10-24 14:46:49,0.2525,3.13726
2024-10-24 14:46:50,0.25,3.00478
2024-10-24 14:46:51,0.2475,3.07514
2024-10-24 14:46:52,0.2525,3.1158
2024-10-24 14:46:53,0.25,3.08495
2024-10-24 14:46:54,0.25,3.04393
2024-10-24 14:46:55,0.25,3.1062
2024-10-24 14:46:56,0.25253,3.09306
2024-10-24 14:46:57,0.25,3.08495
2024-10-24 14:46:58,0.25253,3.0326
2024-10-24 14:46:59,0.25,2.96742
2024-10-24 14:47:00,0.25505,3.14533
2024-10-24 14:47:01,0.25,3.00478
2024-10-24 14:47:02,0.25,3.02413
2024-10-24 14:47:03,0.25,2.61075
2024-10-24 14:47:04,0.25,3.08495
2024-10-24 14:47:05,0.25,2.63128
2024-10-24 14:47:06,0.25253,2.94086
2024-10-24 14:47:07,0.25253,2.92377
2024-10-24 14:47:08,0.25,2.83419
2024-10-24 14:47:09,0.25,2.98588
2024-10-24 14:47:10,0.25253,2.99461
