Date,CPU Utilization,CPU Power
2024-10-24 15:37:27,0.24750,2.88540
2024-10-24 15:37:28,0.25250,3.01574
2024-10-24 15:37:29,0.24750,3.03356
2024-10-24 15:37:30,0.25250,3.05437
2024-10-24 15:37:31,0.25253,3.09306
2024-10-24 15:37:32,0.24750,3.03356
2024-10-24 15:37:33,0.25000,3.06420
2024-10-24 15:37:34,0.25000,3.00478
2024-10-24 15:37:35,0.25000,2.86522
2024-10-24 15:37:36,0.25253,3.05228
2024-10-24 15:37:37,0.25000,3.02413
2024-10-24 15:37:38,0.25250,3.03483
2024-10-24 15:37:39,0.25250,3.09484
2024-10-24 15:37:40,0.25000,3.02413
2024-10-24 15:37:41,0.24750,2.90244
2024-10-24 15:37:42,0.25000,3.08495
2024-10-24 15:37:43,0.25253,3.01338
2024-10-24 15:37:44,0.25253,2.78667
2024-10-24 15:37:45,0.25250,3.01574
2024-10-24 15:37:46,0.25000,2.72345
