__run_id,__done,run_number,optimization,loop_type,execution_time,cpu_usage,memory_usage,energy_usage
run_20_repetition_0,DONE,r6,no,loop5,61.793174,99.714,4.142,160.537
run_10_repetition_0,DONE,r3,no,loop7,46.117242,99.838,3.271,113.124
run_17_repetition_0,DONE,r5,no,loop6,36.737457,111.154,1.185,87.292
run_16_repetition_0,DONE,r5,no,loop5,61.64575,99.738,4.154,160.71
run_2_repetition_0,DONE,r1,no,loop7,46.337877,99.76,3.249,116.037
run_3_repetition_0,DONE,r1,no,loop8,31.771146,99.919,8.21,70.733
run_22_repetition_0,DONE,r6,no,loop7,46.739106,99.883,3.289,115.429
run_23_repetition_0,DONE,r6,no,loop8,31.07999,99.915,8.38,67.678
run_18_repetition_0,DONE,r5,no,loop7,46.522355,99.92,3.289,114.368
run_7_repetition_0,DONE,r2,no,loop8,30.720646,100,8.19,67.777
run_0_repetition_0,DONE,r1,no,loop5,61.753766,99.912,4.15,161.73
run_9_repetition_0,DONE,r3,no,loop6,36.991142,110.962,1.185,87.203
run_13_repetition_0,DONE,r4,no,loop6,36.399735,111.28,1.184,87.335
run_6_repetition_0,DONE,r2,no,loop7,46.630618,99.809,3.297,115.82
run_15_repetition_0,DONE,r4,no,loop8,31.078321,99.92,8.385,67.664
run_12_repetition_0,DONE,r4,no,loop5,65.602559,99.04,4.219,161.946
run_5_repetition_0,DONE,r2,no,loop6,37.412953,110.577,1.185,87.174
run_21_repetition_0,DONE,r6,no,loop6,37.380232,110.346,1.185,86.673
run_8_repetition_0,DONE,r3,no,loop5,62.233612,99.814,4.146,164.428
run_14_repetition_0,DONE,r4,no,loop7,46.602746,99.911,3.297,115.225
run_11_repetition_0,DONE,r3,no,loop8,31.195529,99.995,8.46,70.738
run_19_repetition_0,DONE,r5,no,loop8,30.854872,100.145,8.295,67.551
run_4_repetition_0,DONE,r2,no,loop5,62.282892,99.904,4.156,165.681
run_1_repetition_0,DONE,r1,no,loop6,36.390734,111.32,1.184,86.92
