Date,CPU Utilization,CPU Power
2024-11-26 06:19:50,0.24876,3.19272
2024-11-26 06:19:51,0.25063,3.22212
2024-11-26 06:19:52,0.25000,3.17303
2024-11-26 06:19:53,0.25063,3.19824
2024-11-26 06:19:54,0.24812,3.16625
2024-11-26 06:19:55,0.25000,3.19638
2024-11-26 06:19:56,0.25126,3.22397
2024-11-26 06:19:57,0.24938,3.17116
2024-11-26 06:19:58,0.24812,3.14316
2024-11-26 06:19:59,0.25000,3.19638
2024-11-26 06:20:00,0.25000,3.17303
2024-11-26 06:20:01,0.25126,3.20011
2024-11-26 06:20:02,0.25063,3.19824
2024-11-26 06:20:03,0.25000,3.19638
2024-11-26 06:20:04,0.25189,3.22583
2024-11-26 06:20:05,0.25000,3.17303
2024-11-26 06:20:06,0.24938,3.17116
2024-11-26 06:20:07,0.25063,3.22212
2024-11-26 06:20:08,0.25063,3.19824
2024-11-26 06:20:09,0.24688,3.13945
2024-11-26 06:20:10,0.25000,3.15022
2024-11-26 06:20:11,0.25445,3.20972
2024-11-26 06:20:12,0.25000,3.15022
2024-11-26 06:20:13,0.25000,3.19638
2024-11-26 06:20:14,0.24812,3.16625
