Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-11-26 19:24:04,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:24:05,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:24:06,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:24:07,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:24:08,0.26131,3.32811,3.32811,0.00000
2024-11-26 19:24:09,0.26382,3.33565,3.33565,0.00000
2024-11-26 19:24:10,0.27114,3.35830,3.35830,0.00000
2024-11-26 19:24:11,0.26633,3.34331,3.34331,0.00000
2024-11-26 19:24:12,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:24:13,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:24:14,0.26382,3.33565,3.33565,0.00000
2024-11-26 19:24:15,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:24:16,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:24:17,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:24:18,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:24:19,0.26131,3.32811,3.32811,0.00000
2024-11-26 19:24:20,0.27136,3.35897,3.35897,0.00000
2024-11-26 19:24:21,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:24:22,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:24:23,0.26131,3.32811,3.32811,0.00000
2024-11-26 19:24:24,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:24:25,0.26131,3.32811,3.32811,0.00000
2024-11-26 19:24:26,0.26368,3.33524,3.33524,0.00000
2024-11-26 19:24:27,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:24:28,0.27387,3.36698,3.36698,0.00000
2024-11-26 19:24:29,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:24:30,0.28000,3.38702,3.38702,0.00000
2024-11-26 19:24:31,0.26768,3.34745,3.34745,0.00000
2024-11-26 19:24:32,0.29750,3.44829,3.44829,0.00000
2024-11-26 19:24:33,0.26263,3.33206,3.33206,0.00000
