timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-23T15:28:45,new_runner_experiment,6343d6e8-1da9-4a8a-a99f-5e8e6b8890c8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.002266480994876474,6.462852509756602e-09,2.851492037377015e-06,42.5,0.0,2.860118865966797,2.332786040521266e-08,0,8.213220601922811e-10,2.414918246540494e-08,Netherlands,NLD,,,,Linux-6.6.31+rpt-rpi-v8-aarch64-with-glibc2.36,3.11.2,2.7.1,4,Cortex-A72,,,,,7.626983642578125,machine,N,1.0
