cpu_usage,memory_usage
177.0,0.4
138.0,0.4
125.0,0.4
119.0,0.4
115.0,0.4
112.0,0.4
110.0,0.4
109.0,0.4
108.0,0.4
107.0,0.4
106.0,0.4
106.0,0.4
105.0,0.4
105.0,0.4
105.0,0.4
104.0,0.4
104.0,0.4
104.0,0.4
103.0,0.4
103.0,0.4
103.0,0.4
103.0,0.4
103.0,0.4
103.0,0.4
103.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
102.0,0.4
101.0,0.4
