Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-11-26 15:19:52,0.25879,3.32069,3.32069,0.00000
2024-11-26 15:19:53,0.26000,3.32424,3.32424,0.00000
2024-11-26 15:19:54,0.26633,3.34331,3.34331,0.00000
2024-11-26 15:19:55,0.26263,3.33206,3.33206,0.00000
2024-11-26 15:19:56,0.26500,3.33924,3.33924,0.00000
2024-11-26 15:19:57,0.26500,3.33924,3.33924,0.00000
2024-11-26 15:19:58,0.26000,3.32424,3.32424,0.00000
2024-11-26 15:19:59,0.27750,3.37876,3.37876,0.00000
2024-11-26 15:20:00,0.26750,3.34691,3.34691,0.00000
