Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:29:15,0.29293,3.43170,3.43170,0.00000
2024-10-24 15:29:16,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:29:17,0.27778,3.37967,3.37967,0.00000
2024-10-24 15:29:18,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:29:19,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:29:20,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:29:21,0.27525,3.37143,3.37143,0.00000
2024-10-24 15:29:22,0.27228,3.36189,3.36189,0.00000
2024-10-24 15:29:23,0.34848,3.66211,3.66211,0.00000
2024-10-24 15:29:24,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:29:25,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:29:26,0.27778,3.37967,3.37967,0.00000
2024-10-24 15:29:27,0.41000,3.98511,3.98511,0.00000
2024-10-24 15:29:28,0.31000,3.49582,3.49582,0.00000
2024-10-24 15:29:29,0.31122,3.50064,3.50064,0.00000
2024-10-24 15:29:30,0.33000,3.57850,3.57850,0.00000
2024-10-24 15:29:31,0.33500,3.60044,3.60044,0.00000
2024-10-24 15:29:32,0.52041,4.65952,4.65952,0.00000
2024-10-24 15:29:33,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:29:34,0.32750,3.56772,3.56772,0.00000
2024-10-24 15:29:35,0.29798,3.45005,3.45005,0.00000
2024-10-24 15:29:36,0.30000,3.45754,3.45754,0.00000
2024-10-24 15:29:37,0.31000,3.49582,3.49582,0.00000
