Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 13:40:47,0.28030,3.38803,3.38803,0.00000
2024-10-24 13:40:48,0.26980,3.35407,3.35407,0.00000
2024-10-24 13:40:49,0.27273,3.36332,3.36332,0.00000
2024-10-24 13:40:50,0.26750,3.34691,3.34691,0.00000
2024-10-24 13:40:51,0.27250,3.36260,3.36260,0.00000
2024-10-24 13:40:52,0.27250,3.36260,3.36260,0.00000
2024-10-24 13:40:53,0.27250,3.36260,3.36260,0.00000
2024-10-24 13:40:54,0.27500,3.37062,3.37062,0.00000
2024-10-24 13:40:55,0.26750,3.34691,3.34691,0.00000
2024-10-24 13:40:56,0.29250,3.43016,3.43016,0.00000
2024-10-24 13:40:57,0.28750,3.41253,3.41253,0.00000
2024-10-24 13:40:58,0.27778,3.37967,3.37967,0.00000
2024-10-24 13:40:59,0.27500,3.37062,3.37062,0.00000
2024-10-24 13:41:00,0.27500,3.37062,3.37062,0.00000
2024-10-24 13:41:01,0.33500,3.60044,3.60044,0.00000
2024-10-24 13:41:02,0.29293,3.43170,3.43170,0.00000
2024-10-24 13:41:03,0.30500,3.47642,3.47642,0.00000
