Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 14:02:04,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:05,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:06,0.28000,3.38702,3.38702,0.00000
2024-10-24 14:02:07,0.27750,3.37876,3.37876,0.00000
2024-10-24 14:02:08,0.27778,3.37967,3.37967,0.00000
2024-10-24 14:02:09,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:10,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:11,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:02:12,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:02:13,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:14,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:02:15,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:16,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:02:17,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:18,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:19,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:20,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:02:21,0.27020,3.35533,3.35533,0.00000
2024-10-24 14:02:22,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:23,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:02:24,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:02:25,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:26,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:02:27,0.27020,3.35533,3.35533,0.00000
2024-10-24 14:02:28,0.27000,3.35469,3.35469,0.00000
