Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-11-26 19:26:57,0.25879,3.32069,3.32069,0.00000
2024-11-26 19:26:58,0.25879,3.32069,3.32069,0.00000
2024-11-26 19:26:59,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:27:00,0.26500,3.33924,3.33924,0.00000
2024-11-26 19:27:01,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:27:02,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:27:03,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:04,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:05,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:06,0.25628,3.31337,3.31337,0.00000
2024-11-26 19:27:07,0.26633,3.34331,3.34331,0.00000
2024-11-26 19:27:08,0.26000,3.32424,3.32424,0.00000
2024-11-26 19:27:09,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:10,0.27000,3.35469,3.35469,0.00000
2024-11-26 19:27:11,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:12,0.25879,3.32069,3.32069,0.00000
2024-11-26 19:27:13,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:14,0.25879,3.32069,3.32069,0.00000
2024-11-26 19:27:15,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:16,0.26250,3.33168,3.33168,0.00000
2024-11-26 19:27:17,0.25750,3.31691,3.31691,0.00000
2024-11-26 19:27:18,0.26000,3.32424,3.32424,0.00000
