Date,CPU Utilization,CPU Power
2024-10-24 13:40:26,0.25000,2.94938
2024-10-24 13:40:27,0.25000,3.02413
2024-10-24 13:40:28,0.25250,3.09484
2024-10-24 13:40:29,0.24750,3.09667
2024-10-24 13:40:30,0.25000,2.94938
2024-10-24 13:40:31,0.25253,3.11419
2024-10-24 13:40:32,0.25250,3.13726
2024-10-24 13:40:33,0.25000,3.08495
2024-10-24 13:40:34,0.24750,3.05410
2024-10-24 13:40:35,0.25253,3.07243
2024-10-24 13:40:36,0.25505,3.14533
2024-10-24 13:40:37,0.25000,3.10620
2024-10-24 13:40:38,0.25000,3.04393
2024-10-24 13:40:39,0.25253,2.84407
2024-10-24 13:40:40,0.25000,2.89772
