Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-11-26 05:47:46,0.26368,3.33524,3.33524,0.00000
2024-11-26 05:47:47,0.25935,3.32233,3.32233,0.00000
2024-11-26 05:47:48,0.26065,3.32617,3.32617,0.00000
2024-11-26 05:47:49,0.26250,3.33168,3.33168,0.00000
2024-11-26 05:47:50,0.26065,3.32617,3.32617,0.00000
2024-11-26 05:47:51,0.26000,3.32424,3.32424,0.00000
2024-11-26 05:47:52,0.27930,3.38470,3.38470,0.00000
2024-11-26 05:47:53,0.25879,3.32069,3.32069,0.00000
2024-11-26 05:47:54,0.26566,3.34126,3.34126,0.00000
2024-11-26 05:47:55,0.26131,3.32811,3.32811,0.00000
2024-11-26 05:47:56,0.29323,3.43279,3.43279,0.00000
2024-11-26 05:47:57,0.26566,3.34126,3.34126,0.00000
2024-11-26 05:47:58,0.26316,3.33366,3.33366,0.00000
2024-11-26 05:47:59,0.27000,3.35469,3.35469,0.00000
2024-11-26 05:48:00,0.26131,3.32811,3.32811,0.00000
2024-11-26 05:48:01,0.26250,3.33168,3.33168,0.00000
2024-11-26 05:48:02,0.26250,3.33168,3.33168,0.00000
2024-11-26 05:48:03,0.26750,3.34691,3.34691,0.00000
2024-11-26 05:48:04,0.26434,3.33723,3.33723,0.00000
2024-11-26 05:48:05,0.27889,3.38335,3.38335,0.00000
2024-11-26 05:48:06,0.26566,3.34126,3.34126,0.00000
2024-11-26 05:48:07,0.27919,3.38432,3.38432,0.00000
