Date,CPU Utilization,CPU Power
2024-10-24 15:34:19,0.25505,2.95301
2024-10-24 15:34:20,0.25000,3.10620
2024-10-24 15:34:21,0.25000,3.08495
2024-10-24 15:34:22,0.25000,3.04393
2024-10-24 15:34:23,0.25000,2.32487
2024-10-24 15:34:24,0.25000,2.22181
2024-10-24 15:34:25,0.25253,3.07243
2024-10-24 15:34:26,0.25000,3.08495
2024-10-24 15:34:27,0.24750,2.99388
2024-10-24 15:34:28,0.25505,3.14533
2024-10-24 15:34:29,0.25000,3.08495
2024-10-24 15:34:30,0.25250,3.07437
2024-10-24 15:34:31,0.24505,2.91132
2024-10-24 15:34:32,0.25253,3.13582
2024-10-24 15:34:33,0.25250,2.96108
2024-10-24 15:34:34,0.25000,3.00478
2024-10-24 15:34:35,0.25000,3.06420
2024-10-24 15:34:36,0.25000,2.88128
2024-10-24 15:34:38,0.25000,3.00478
2024-10-24 15:34:39,0.24750,2.72176
2024-10-24 15:34:40,0.25000,2.91454
2024-10-24 15:34:41,0.25253,2.92377
2024-10-24 15:34:42,0.25510,2.83959
