Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:34:19,0.29798,3.45005,3.45005,0.00000
2024-10-24 15:34:20,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:34:21,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:34:22,0.27750,3.37876,3.37876,0.00000
2024-10-24 15:34:23,0.46212,4.29748,4.29748,0.00000
2024-10-24 15:34:24,0.53283,4.73538,4.73538,0.00000
2024-10-24 15:34:25,0.27778,3.37967,3.37967,0.00000
2024-10-24 15:34:26,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:34:27,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:34:28,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:34:29,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:34:30,0.27750,3.37876,3.37876,0.00000
2024-10-24 15:34:31,0.28713,3.41125,3.41125,0.00000
2024-10-24 15:34:32,0.27020,3.35533,3.35533,0.00000
2024-10-24 15:34:33,0.29250,3.43016,3.43016,0.00000
2024-10-24 15:34:34,0.28250,3.39540,3.39540,0.00000
2024-10-24 15:34:35,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:34:36,0.30000,3.45754,3.45754,0.00000
2024-10-24 15:34:38,0.28250,3.39540,3.39540,0.00000
2024-10-24 15:34:39,0.32250,3.54654,3.54654,0.00000
2024-10-24 15:34:40,0.29500,3.43916,3.43916,0.00000
2024-10-24 15:34:41,0.29798,3.45005,3.45005,0.00000
2024-10-24 15:34:42,0.31633,3.52109,3.52109,0.00000
