Date,CPU Utilization,CPU Power
2024-10-24 15:42:04,0.25,2.98588
2024-10-24 15:42:05,0.25,3.08495
2024-10-24 15:42:06,0.25,3.1062
2024-10-24 15:42:07,0.25,3.0642
2024-10-24 15:42:08,0.25253,3.13582
2024-10-24 15:42:09,0.25,2.94938
2024-10-24 15:42:10,0.25253,3.11419
2024-10-24 15:42:11,0.25,3.08495
2024-10-24 15:42:12,0.25,3.1062
2024-10-24 15:42:13,0.2475,3.07514
2024-10-24 15:42:14,0.2551,3.12247
2024-10-24 15:42:15,0.25,3.08495
2024-10-24 15:42:16,0.25,3.08495
2024-10-24 15:42:17,0.25,3.1062
2024-10-24 15:42:18,0.25,3.1062
2024-10-24 15:42:19,0.25,3.10446
2024-10-24 15:42:20,0.25,3.08495
2024-10-24 15:42:21,0.25,3.1062
2024-10-24 15:42:22,0.2475,3.0541
2024-10-24 15:42:23,0.25,3.1062
2024-10-24 15:42:24,0.25,3.1062
2024-10-24 15:42:25,0.25253,3.13582
2024-10-24 15:42:26,0.25,3.08495
2024-10-24 15:42:27,0.2525,3.1158
2024-10-24 15:42:28,0.2475,3.0541
2024-10-24 15:42:29,0.25,3.0642
2024-10-24 15:42:30,0.25253,3.09306
2024-10-24 15:42:31,0.25,3.1062
2024-10-24 15:42:32,0.2525,3.09484
2024-10-24 15:42:33,0.25,3.12795
