Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 14:22:21,0.26515,3.33970,3.33970,0.00000
2024-10-24 14:22:22,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:23,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:24,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:25,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:26,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:27,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:28,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:29,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:30,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:31,0.27273,3.36332,3.36332,0.00000
2024-10-24 14:22:32,0.27475,3.36982,3.36982,0.00000
2024-10-24 14:22:33,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:22:34,0.27273,3.36332,3.36332,0.00000
2024-10-24 14:22:35,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:36,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:37,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:38,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:39,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:40,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:41,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:42,0.27000,3.35469,3.35469,0.00000
2024-10-24 14:22:43,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:44,0.29293,3.43170,3.43170,0.00000
2024-10-24 14:22:45,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:46,0.27500,3.37062,3.37062,0.00000
2024-10-24 14:22:47,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:48,0.27250,3.36260,3.36260,0.00000
2024-10-24 14:22:49,0.27250,3.36260,3.36260,0.00000
