Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:52:04,0.29000,3.42129,3.42129,0.00000
2024-10-24 15:52:05,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:52:06,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:52:07,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:52:08,0.28500,3.40391,3.40391,0.00000
2024-10-24 15:52:09,0.28500,3.40391,3.40391,0.00000
2024-10-24 15:52:10,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:52:11,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:52:12,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:52:13,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:52:14,0.28283,3.39651,3.39651,0.00000
2024-10-24 15:52:15,0.28750,3.41253,3.41253,0.00000
2024-10-24 15:52:16,0.27525,3.37143,3.37143,0.00000
2024-10-24 15:52:17,0.27778,3.37967,3.37967,0.00000
2024-10-24 15:52:18,0.27750,3.37876,3.37876,0.00000
2024-10-24 15:52:19,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:52:20,0.28250,3.39540,3.39540,0.00000
2024-10-24 15:52:21,0.27750,3.37876,3.37876,0.00000
2024-10-24 15:52:22,0.28283,3.39651,3.39651,0.00000
2024-10-24 15:52:23,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:52:24,0.32828,3.57108,3.57108,0.00000
2024-10-24 15:52:25,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:52:26,0.37750,3.80654,3.80654,0.00000
2024-10-24 15:52:27,0.29250,3.43016,3.43016,0.00000
