Date,CPU Utilization,CPU Power
2024-10-24 14:03:39,0.25,2.89772
2024-10-24 14:03:40,0.25253,3.13582
2024-10-24 14:03:41,0.25,3.02413
2024-10-24 14:03:42,0.25253,3.11419
2024-10-24 14:03:43,0.25,3.08495
2024-10-24 14:03:44,0.2525,3.07437
2024-10-24 14:03:45,0.25,3.02413
2024-10-24 14:03:46,0.25,3.08495
2024-10-24 14:03:47,0.25,3.0642
2024-10-24 14:03:48,0.25,3.0642
2024-10-24 14:03:49,0.2525,3.03483
2024-10-24 14:03:50,0.2475,3.01349
2024-10-24 14:03:51,0.2525,3.13726
2024-10-24 14:03:52,0.2475,3.01349
2024-10-24 14:03:53,0.25,3.08495
2024-10-24 14:03:54,0.2525,3.1158
2024-10-24 14:03:55,0.25,3.08495
2024-10-24 14:03:56,0.2475,3.0541
2024-10-24 14:03:57,0.255,3.14665
2024-10-24 14:03:58,0.2475,3.0541
2024-10-24 14:03:59,0.25,3.1062
2024-10-24 14:04:00,0.25505,2.77446
2024-10-24 14:04:01,0.25253,3.0326
2024-10-24 14:04:02,0.25,2.84609
2024-10-24 14:04:03,0.25,3.1062
2024-10-24 14:04:04,0.2375,1.99859
2024-10-24 14:04:05,0.15404,1.09334
2024-10-24 14:04:06,0.20455,1.72547
2024-10-24 14:04:07,0.2475,2.82103
2024-10-24 14:04:08,0.25253,3.05228
2024-10-24 14:04:09,0.25255,2.34493
2024-10-24 14:04:10,0.24747,2.36229
2024-10-24 14:04:11,0.25253,3.05228
2024-10-24 14:04:12,0.25253,3.01338
2024-10-24 14:04:13,0.2551,2.93335
2024-10-24 14:04:14,0.25,2.7454
2024-10-24 14:04:15,0.25253,3.05228
2024-10-24 14:04:16,0.25,3.10446
2024-10-24 14:04:17,0.2551,2.78404
2024-10-24 14:04:18,0.2475,1.87266
2024-10-24 14:04:19,0.2399,1.71958
2024-10-24 14:04:20,0.24242,1.78221
2024-10-24 14:04:21,0.25,2.65981
2024-10-24 14:04:22,0.24747,2.27711
2024-10-24 14:04:23,0.25,2.96742
2024-10-24 14:04:24,0.25505,3.12399
2024-10-24 14:04:25,0.25,2.79026
2024-10-24 14:04:26,0.25,2.98588
2024-10-24 14:04:27,0.25253,3.07243
2024-10-24 14:04:28,0.2475,2.90244
2024-10-24 14:04:29,0.25,2.84953
2024-10-24 14:04:30,0.2551,2.90061
2024-10-24 14:04:31,0.24752,2.71292
2024-10-24 14:04:32,0.25253,3.07243
