Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:36:53,0.29000,3.42129,3.42129,0.00000
2024-10-24 15:36:54,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:36:55,0.27525,3.37143,3.37143,0.00000
2024-10-24 15:36:56,0.28283,3.39651,3.39651,0.00000
2024-10-24 15:36:57,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:36:58,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:36:59,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:37:00,0.27525,3.37143,3.37143,0.00000
2024-10-24 15:37:01,0.28250,3.39540,3.39540,0.00000
2024-10-24 15:37:02,0.27228,3.36189,3.36189,0.00000
2024-10-24 15:37:03,0.30000,3.45754,3.45754,0.00000
2024-10-24 15:37:04,0.34250,3.63430,3.63430,0.00000
2024-10-24 15:37:05,0.27806,3.38060,3.38060,0.00000
2024-10-24 15:37:06,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:07,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:37:08,0.27273,3.36332,3.36332,0.00000
2024-10-24 15:37:09,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:37:10,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:11,0.27228,3.36189,3.36189,0.00000
2024-10-24 15:37:12,0.27020,3.35533,3.35533,0.00000
2024-10-24 15:37:13,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:37:14,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:15,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:16,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:17,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:37:18,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:37:19,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:20,0.27250,3.36260,3.36260,0.00000
2024-10-24 15:37:21,0.27250,3.36260,3.36260,0.00000
