Date,CPU Utilization,CPU Power
2024-10-24 15:18:55,0.2525,3.13726
2024-10-24 15:18:56,0.25,3.08495
2024-10-24 15:18:57,0.25,3.0642
2024-10-24 15:18:58,0.25253,3.07243
2024-10-24 15:18:59,0.25,3.08495
2024-10-24 15:19:00,0.25,3.1062
2024-10-24 15:19:01,0.2475,2.85247
2024-10-24 15:19:02,0.25,3.0642
2024-10-24 15:19:03,0.25,3.1062
2024-10-24 15:19:04,0.2525,3.1158
2024-10-24 15:19:05,0.25,3.0642
2024-10-24 15:19:06,0.25,3.06213
2024-10-24 15:19:07,0.2525,3.13726
2024-10-24 15:19:08,0.25,3.02413
2024-10-24 15:19:09,0.2475,2.95602
2024-10-24 15:19:10,0.25,3.04393
2024-10-24 15:19:11,0.25505,3.16718
2024-10-24 15:19:12,0.2475,3.0541
2024-10-24 15:19:13,0.25,3.08495
2024-10-24 15:19:14,0.25253,2.62292
2024-10-24 15:19:15,0.25253,2.50389
2024-10-24 15:19:16,0.25,2.74925
2024-10-24 15:19:17,0.25505,2.46292
2024-10-24 15:19:18,0.25253,2.47609
2024-10-24 15:19:19,0.25255,2.60915
2024-10-24 15:19:20,0.2551,2.43121
2024-10-24 15:19:21,0.25253,2.42139
2024-10-24 15:19:22,0.25,2.11567
2024-10-24 15:19:23,0.25,3.00478
2024-10-24 15:19:24,0.2525,3.05437
2024-10-24 15:19:25,0.25,3.0642
2024-10-24 15:19:26,0.25253,3.11419
2024-10-24 15:19:27,0.25,3.12795
