Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 13:42:38,0.29000,3.42129,3.42129,0.00000
2024-10-24 13:42:39,0.28750,3.41253,3.41253,0.00000
2024-10-24 13:42:40,0.28750,3.41253,3.41253,0.00000
2024-10-24 13:42:41,0.60500,5.14782,5.14782,0.00000
2024-10-24 13:42:42,0.76020,5.84514,5.84514,0.00000
2024-10-24 13:42:43,0.44000,4.16207,4.16207,0.00000
2024-10-24 13:42:44,0.56313,4.91536,4.91536,0.00000
2024-10-24 13:42:45,0.37374,3.78695,3.78695,0.00000
2024-10-24 13:42:46,0.30750,3.48606,3.48606,0.00000
2024-10-24 13:42:47,0.31750,3.52587,3.52587,0.00000
2024-10-24 13:42:48,0.32500,3.55706,3.55706,0.00000
2024-10-24 13:42:49,0.31313,3.50822,3.50822,0.00000
2024-10-24 13:42:50,0.35644,3.70013,3.70013,0.00000
2024-10-24 13:42:51,0.43500,4.13195,4.13195,0.00000
2024-10-24 13:42:52,0.63776,5.31420,5.31420,0.00000
2024-10-24 13:42:53,0.35000,3.66926,3.66926,0.00000
2024-10-24 13:42:54,0.33586,3.60426,3.60426,0.00000
2024-10-24 13:42:55,0.36000,3.71757,3.71757,0.00000
