Date,CPU Utilization,CPU Power
2024-10-24 15:23:06,0.25000,2.93176
2024-10-24 15:23:07,0.25000,3.12795
2024-10-24 15:23:08,0.25000,3.00478
2024-10-24 15:23:09,0.25253,3.09306
2024-10-24 15:23:10,0.25000,3.06420
2024-10-24 15:23:11,0.25250,3.13726
2024-10-24 15:23:12,0.25000,3.08304
2024-10-24 15:23:13,0.25000,3.06420
2024-10-24 15:23:14,0.25000,2.91454
2024-10-24 15:23:15,0.24750,3.05410
2024-10-24 15:23:16,0.25253,3.13582
2024-10-24 15:23:17,0.25000,3.10620
2024-10-24 15:23:18,0.24752,3.03587
2024-10-24 15:23:19,0.25250,3.07437
2024-10-24 15:23:20,0.25000,3.10446
2024-10-24 15:23:21,0.25000,3.10620
2024-10-24 15:23:22,0.25000,3.08495
2024-10-24 15:23:23,0.25253,3.07243
2024-10-24 15:23:24,0.25000,3.04170
2024-10-24 15:23:25,0.25000,2.68690
2024-10-24 15:23:26,0.25000,2.86522
2024-10-24 15:23:27,0.25000,2.79026
2024-10-24 15:23:28,0.25253,2.92377
