cpu_usage,memory_usage
100.0,0.4
100.0,0.6
99.6,0.8
100.0,0.9
100.0,1.1
100.0,1.3
100.0,1.5
100.0,1.6
99.8,1.8
99.9,2.0
99.9,2.2
99.9,2.3
99.8,2.5
100.0,2.7
100.0,2.8
100.0,3.0
99.9,3.3
99.9,3.3
99.9,3.5
99.9,3.7
99.9,3.7
99.9,3.7
99.9,3.7
