Date,CPU Utilization,CPU Power
2024-10-24 14:42:08,0.25,2.96742
2024-10-24 14:42:09,0.25,3.12795
2024-10-24 14:42:10,0.2525,3.01574
2024-10-24 14:42:11,0.25,3.04393
2024-10-24 14:42:12,0.25,3.1062
2024-10-24 14:42:13,0.25,2.93176
2024-10-24 14:42:14,0.25505,3.12399
2024-10-24 14:42:15,0.2475,3.01349
2024-10-24 14:42:16,0.25,3.08495
2024-10-24 14:42:17,0.25,3.1062
2024-10-24 14:42:18,0.2525,3.1158
2024-10-24 14:42:19,0.2475,2.8854
2024-10-24 14:42:20,0.2525,3.09484
2024-10-24 14:42:21,0.25253,3.15797
2024-10-24 14:42:22,0.25,3.04393
2024-10-24 14:42:23,0.25,3.1062
2024-10-24 14:42:24,0.25,3.08495
2024-10-24 14:42:25,0.25,3.08495
2024-10-24 14:42:26,0.2475,2.83657
2024-10-24 14:42:27,0.2525,3.09484
2024-10-24 14:42:28,0.2475,3.07514
2024-10-24 14:42:29,0.2525,3.09484
2024-10-24 14:42:30,0.25,3.08495
2024-10-24 14:42:31,0.25253,2.92377
2024-10-24 14:42:32,0.25,3.08495
2024-10-24 14:42:33,0.25,3.08495
2024-10-24 14:42:34,0.2475,3.07514
2024-10-24 14:42:35,0.25253,3.11419
2024-10-24 14:42:36,0.2525,3.1158
2024-10-24 14:42:37,0.25,2.88128
2024-10-24 14:42:38,0.25253,2.67543
2024-10-24 14:42:39,0.25253,2.95836
2024-10-24 14:42:40,0.24752,2.84013
2024-10-24 14:42:41,0.25253,2.8147
2024-10-24 14:42:42,0.25253,2.89077
