Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 15:43:27,0.31863,3.53048,3.53048,0.00000
2024-10-24 15:43:28,0.49750,4.51766,4.51766,0.00000
2024-10-24 15:43:29,0.41071,3.98921,3.98921,0.00000
2024-10-24 15:43:30,0.28750,3.41253,3.41253,0.00000
2024-10-24 15:43:31,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:43:32,0.28316,3.39765,3.39765,0.00000
2024-10-24 15:43:33,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:43:34,0.28061,3.38906,3.38906,0.00000
2024-10-24 15:43:35,0.28000,3.38702,3.38702,0.00000
2024-10-24 15:43:36,0.29040,3.42271,3.42271,0.00000
2024-10-24 15:43:37,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:43:38,0.27750,3.37876,3.37876,0.00000
2024-10-24 15:43:39,0.27525,3.37143,3.37143,0.00000
2024-10-24 15:43:40,0.27000,3.35469,3.35469,0.00000
2024-10-24 15:43:41,0.29000,3.42129,3.42129,0.00000
2024-10-24 15:43:42,0.26750,3.34691,3.34691,0.00000
2024-10-24 15:43:43,0.41750,4.02842,4.02842,0.00000
2024-10-24 15:43:44,0.47449,4.37423,4.37423,0.00000
2024-10-24 15:43:45,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:43:46,0.29000,3.42129,3.42129,0.00000
2024-10-24 15:43:47,0.27500,3.37062,3.37062,0.00000
2024-10-24 15:43:48,0.27000,3.35469,3.35469,0.00000
